name_english,price_amount,price_unit,image_url,product_url,dimension_unit,length,width,height,category,category_original,id,uuid,is_active,store_id,time_updated,name_arabic,product_color,source_sheet,main_color,styles
Orchid Sculptural Wall Decor Polyresin - White & Gold,440,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/orchid-sculptural-wall-decor-polyresin-white-gold-1.jpg,https://cityw.com.sa/product/wall-object-orchid-white-44/,cm,40,44,,decorative-hanger,Wall Art & DÃ©cor,341030957,8df8db1e-b887-5889-9373-883ff4b36898,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,Classy
Parrot Mirror Sculptural Wall Décor 15x43 cm - Antique Gold,130,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/parrot-mirror-sculptural-wall-d-cor-15x43-cm-antique-gold-1.jpg,https://cityw.com.sa/product/wall-object-parrot-mirror-15x43cm/,cm,15,43,,decorative-hanger,decorative-hanger,1902954931,614ac510-6d1c-53e5-981e-f9eace2606fb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Boho"
Sculptural Dog Wall Décor with Mirrored Glass Panels - Antique Gold,150,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-dog-wall-d-cor-with-mirrored-glass-panels-antique-gold-1.jpg,https://cityw.com.sa/product/wall-object-dog-mirror-24x38cm/,cm,24,38,,decorative-hanger,decorative-hanger,291341581,75bb58ed-bbeb-5441-a075-405692696ac0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Minimalist"
Sculptural Guardian Angel Polyresin Wall Décor 208x136 cm - Ivory & Antique Gold,6950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-guardian-angel-polyresin-wall-d-cor-208x136-cm-ivory-antiqu-7.jpg,https://cityw.com.sa/product/sculptural-guardian-angel-polyresin-wall-decor-208-136-cm-ivory-and-an/,cm,208,136,,decorative-hanger,decorative-hanger,953202169,f3dd515e-58af-5296-8323-89132dec1188,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Classy, Traditional"
Sculptural Lion Head Wall Decor with Mirrored Glass - Antique Gold,190,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-lion-head-wall-decor-with-mirrored-glass-antique-gold-1.jpg,https://cityw.com.sa/product/wall-object-lion-mirror-27x35cm/,cm,27,35,,decorative-hanger,decorative-hanger,314254191,2f976e30-62c6-51e6-82d8-db089afae981,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Classy"
Sculptural Multicolour Face Wall Decor - Multi,300,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-multicolour-face-wall-decor-multi-1.jpg,https://cityw.com.sa/product/sculptural-multicolour-face-wall-decor-multi/,cm,28,48,,decorative-hanger,decorative-hanger,627111780,fd7d89d1-27f7-5ffe-9e80-914ce7c7f8e5,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Sculptural Orchid Wall Decor 40x44 cm - Antique Gold,360,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-orchid-wall-decor-40x44-cm-antique-gold-1.jpg,https://cityw.com.sa/product/wall-object-orchid-gold-44cm/,cm,40,44,,decorative-hanger,decorative-hanger,1321735593,4a7c07eb-47a7-5f36-981b-efa850a650ca,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Classy, Modern_Classic"
Sculptural Paper Wall Art Panel 90x90 cm - Multi,740,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-paper-wall-art-panel-90x90-cm-multi-1.jpg,https://cityw.com.sa/product/sculptural-paper-wall-art-panel-90x90-cm-multi/,cm,90,90,,art-canvas,art canvas,1773760395,6337b315-7a64-5048-9c41-b2bb4f6fbd85,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Sculptural Polyresin Iguana Wall Décor - Gold,160,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-polyresin-iguana-wall-d-cor-gold-1.jpg,https://cityw.com.sa/product/wall-object-lizard-40x17cm/,cm,40,17,,decorative-hanger,decorative-hanger,397241272,121008cc-f405-5d5c-afb3-5047be7a1b4d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,Classy
Sculptural Wall Art Panel 66x66 cm - Gold & Matte Black,560,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-wall-art-panel-66x66-cm-gold-matte-black-1.jpg,https://cityw.com.sa/product/sculptural-wall-art-panel-66x66-cm-gold-and-matte-black/,cm,66,66,,art-canvas,art canvas,1453613451,88de2a2c-88b1-579a-bf55-922eae036633,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Contemporary"
Typographic Canvas Wall Art 40x50 cm - Red & Pink,80,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/typographic-canvas-wall-art-40x50-cm-red-pink-1.jpg,https://cityw.com.sa/product/typographic-canvas-wall-art-40x50-cm-red-and-pink/,cm,40,50,,art-canvas,art canvas,1269663225,904e5b2e-c3eb-5be8-b57a-9101f322e3e4,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ruby,Minimalist
Umano Round Brass-Finish Aluminium Wall Sculpture - Gold & Black,1250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/umano-round-brass-finish-aluminium-wall-sculpture-gold-black-1.jpg,https://cityw.com.sa/product/umano-round-brass-finish-aluminium-wall-sculpture-gold-and-black/,cm,59,59,,decorative-hanger,decorative-hanger,546836429,e27c76f1-9afc-5766-8e12-ef269e608b1b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Bronze,"Modern, Minimalist"
Wall Object Guardian Angel Male 124x71,2670,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/wall-object-guardian-angel-male-124x71-1.jpg,https://cityw.com.sa/product/wall-object-guardian-angel-male-124x71/,cm,124,71,,decorative-hanger,decorative-hanger,117315102,3d0526f8-3574-5cd6-8036-b3564389408b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Classy, Traditional"
Woven Textured Wall Art Panel - Terracotta Ochre & Blue,1950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/woven-textured-wall-art-panel-terracotta-ochre-blue-1.jpg,https://cityw.com.sa/product/woven-textured-wall-art-panel-terracotta-ochre-and-blue/,cm,75,10,,art-canvas,art canvas,172950320,d1666c92-b221-518e-9ba6-036ccc73687b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Mustard,"Modern, Minimalist"
Boucle Fabric Dining Chair with Armrest - Warm Ivory & Black,1280,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-dining-chair-with-armrest-warm-ivory-black-1.jpg,https://cityw.com.sa/product/chair-with-armrest-boulevard/,cm,58,57,79,chair,chair,1557751434,1920375c-9bd6-57c1-b4f5-2f3e986d695a,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Boucle Fabric Dining Chair with Armrests - Cream,950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/boucle-fabric-dining-chair-with-armrests-cream-1.jpg,https://cityw.com.sa/product/chair-with-armrest-bess-cream/,cm,70,63,85,chair,chair,103594314,31425620-0fb0-53c2-a01b-1d547595cd3b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Carpet Cosy Ocean ?200cm,990,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carpet-cosy-ocean-200cm-1.jpg,https://cityw.com.sa/product/carpet-cosy-ocean-200cm/,cm,62,58,79,chair,chair,1948498332,d03ef2b6-e785-53d9-aaa0-563ff5fcaa91,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Burnt Orange,"Modern, Minimalist"
Patterned Fabric Dining Chair with Black Steel Frame - Black & White,1770,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/patterned-fabric-dining-chair-with-black-steel-frame-black-white-1.jpg,https://cityw.com.sa/product/chair-with-armrest-paris-s-and-p/,cm,58,54,70,chair,chair,2029423027,11cc3644-822a-5f18-95b3-678a66d4203e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Set of 2 Upholstered Dining Chairs with Armrests - Anthracite,1710,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/set-of-2-upholstered-dining-chairs-with-armrests-anthracite-2.jpg,https://cityw.com.sa/product/set-of-2-upholstered-dining-chairs-with-armrests-anthracite/,cm,57,54,78,chair,chair,993683491,32fc5fc2-2e20-563c-97c6-b6d52e12b11f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Swivel Chair Arabella Blue,1050,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/swivel-chair-arabella-blue-2.jpg,https://cityw.com.sa/product/swivel-chair-arabella-blue/,,,,,chair,chair,726210698,d0593c35-74a9-574c-be8a-a1aefef1125c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Denim Blue,"Modern, Minimalist"
Upholstered Fabric Dining Chair - Multicolour,930,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/upholstered-fabric-dining-chair-multicolour-1.jpg,https://cityw.com.sa/product/upholstered-fabric-dining-chair-multicolour/,cm,49,54,84,chair,chair,1167373996,a88a729a-b5bb-5c97-99dc-78b1e8d58878,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Denim Blue,"Modern, Minimalist"
Velvet Dining Chair - Mustard Yellow,910,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/velvet-dining-chair-mustard-yellow-1.jpg,https://cityw.com.sa/product/chair-irina/,cm,50,58,83,chair,chair,1092817587,b620c29a-ba14-5864-a3a5-8dd016ed77e0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Mustard,"Modern, Minimalist"
Velvet Dining Chair - Taupe & Ivory,1100,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/velvet-dining-chair-taupe-ivory-1.jpg,https://cityw.com.sa/product/chair-hojas-beige/,cm,51,58,79,chair,chair,207792193,dcdf4010-cc40-5df4-8d13-eca10f6e8402,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Velvet Dining Swivel Chair - Emerald Green,700,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/velvet-dining-swivel-chair-emerald-green-1.jpg,https://cityw.com.sa/product/iris-velvet-swivel-chair-green/,cm,49,54,84,chair,chair,110313446,19bde95e-c624-5470-8554-6e31351f022c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Forest Green,"Modern, Minimalist"
Woven Rattan-Look Dining Chair - Natural & Burnt Orange,660,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/woven-rattan-look-dining-chair-natural-burnt-orange-1.jpg,https://cityw.com.sa/product/woven-rattan-look-dining-chair-natural-and-burnt-orange/,cm,58,49,85,chair,chair,645816187,0a4fa8f7-b02c-5dde-8a2e-8adc7e9d521f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Mustard,"Boho, Modern"
6 Seater Ceramic Dining Table - Black,4950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/6-seater-ceramic-dining-table-black-1.jpg,https://cityw.com.sa/product/6-seater-ceramic-dining-table-black/,cm,200,100,75,dining-table,dining-table,1694656094,51155594-13a3-5cd1-be02-19efe869875f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Extendable Rectangular Wood-Look Dining Table - Walnut,5910,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/extendable-rectangular-wood-look-dining-table-walnut-2.jpg,https://cityw.com.sa/product/extendable-rectangular-wood-look-dining-table-walnut/,cm,200,100,75,dining-table,dining-table,65260558,e1763780-af4a-57c1-a6e7-a2e33caf1e08,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Walnut,"Modern, Minimalist"
Grace Solid Mango Wood Rectangular Dining Table - Honey Brown,6930,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/grace-solid-mango-wood-rectangular-dining-table-honey-brown-1.jpg,https://cityw.com.sa/product/grace-solid-mango-wood-rectangular-dining-table-honey-brown/,cm,180,90,76,dining-table,dining-table,42875428,c6e0e636-9a32-589a-9c1c-b9c7abc43e94,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Oak,"Modern, Minimalist"
Round Stone Dining Table - Multicolour & Gold,5370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/round-stone-dining-table-multicolour-gold-2.jpg,https://cityw.com.sa/product/round-stone-dining-table-multicolour-and-gold/,cm,120,120,76,dining-table,dining-table,475508824,1db72087-a715-5cb8-808f-b2232b500d6c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Minimalist"
5-Light Tiered Fabric Cluster Pendant Lamp - Multicolour,3930,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/5-light-tiered-fabric-cluster-pendant-lamp-multicolour-1.jpg,https://cityw.com.sa/product/5-light-tiered-fabric-cluster-pendant-lamp-multicolour/,cm,87,87,243,chandelier,chandeliers,230234612,cd078cc2-aa6f-5f86-97f2-4625d839b813,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Contemporary"
7-Light Glass and Brass Ceiling Pendant Chandelier - Amber & Brass,1150,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/7-light-glass-and-brass-ceiling-pendant-chandelier-amber-brass-1.jpg,https://cityw.com.sa/product/pendant-lamp-headlight-brass/,cm,53,53,155,pendant-lighting,	pendant-lighting,1526906243,5f1aa3ab-be43-5c4f-be74-fd8dbf022c4f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Cockatoo Ceiling Pendant Lamp - Gold & White,1350,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/cockatoo-ceiling-pendant-lamp-gold-white-1.jpg,https://cityw.com.sa/product/pendant-lamp-animal-cockatoo/,cm,44,35,156,pendant-lighting,	pendant-lighting,289088647,c24fb01e-d733-5208-9e86-ccb28fad8b7c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Minimalist"
Glass Discs Ceiling Pendant Chandelier - Clear & Black,5250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-discs-ceiling-pendant-chandelier-clear-black-2.jpg,https://cityw.com.sa/product/glass-discs-ceiling-pendant-chandelier-clear-and-black/,cm,102,28,62,chandelier,chandeliers,1998575102,8cd96843-8020-59ad-8577-f3ec0720f019,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Contemporary"
Multi-Drop Matte Black Metal Pendant Chandelier - Black,5370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/multi-drop-matte-black-metal-pendant-chandelier-black-2.jpg,https://cityw.com.sa/product/multi-drop-matte-black-metal-pendant-chandelier-black/,cm,115,2,100,chandelier,chandeliers,1020941647,74d5bf0d-b003-517b-af02-7c6b86e51ce9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Multi-Globe Glass Ceiling Pendant Lamp - Copper Brown & Clear,2310,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/multi-globe-glass-ceiling-pendant-lamp-copper-brown-clear-1.jpg,https://cityw.com.sa/product/multi-globe-glass-ceiling-pendant-lamp-copper-brown-and-clear/,cm,115,45,120,pendant-lighting,pendant-lighting,458912974,08a7a091-de61-5ab7-8feb-0c3054a4580a,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Bronze,"Modern, Minimalist"
Rattan Woven Pendant Chandelier - Natural,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/rattan-woven-pendant-chandelier-natural-1.jpg,https://cityw.com.sa/product/rattan-lattice-pendant-chandelier-natural/,cm,36,36,54,chandelier,chandeliers,977348383,0a90fba5-5813-583b-99ca-afb1cda7102b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Rustic_Modern"
Alabaster and Brass Floor Lamp with Linen Shade - White & Gold,760,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/alabaster-and-brass-floor-lamp-with-linen-shade-white-gold-1.jpg,https://cityw.com.sa/product/alabaster-and-brass-floor-lamp-with-linen-shade-white-and-gold/,cm,46,46,167,floor-stand,floor-stand,2001749174,66ef0bee-351e-5b1e-ba86-e3fc68440087,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Cork and Brass Floor Lamp with Linen Shade - Natural Cork & Brass,680,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/cork-and-brass-floor-lamp-with-linen-shade-natural-cork-brass-1.jpg,https://cityw.com.sa/product/cork-and-brass-floor-lamp-with-linen-shade-natural-cork-and-brass/,cm,46,25,162,floor-stand,floor-stand,1631636934,84837e64-ee6b-5ee6-91ea-69fd13de6c23,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Minimalist"
Crystal Floor Lamp with Fabric Drum Shade - Clear & White,600,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/crystal-floor-lamp-with-fabric-drum-shade-clear-white-1.jpg,https://cityw.com.sa/product/crystal-floor-lamp-with-fabric-drum-shade-clear-and-white/,cm,35,35,151,floor-stand,floor-stand,1569190215,40c3e4a2-e41e-5ce2-9569-af396a4ad68e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Fabric Drum Shade Floor Lamp - Charcoal Black,720,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-drum-shade-floor-lamp-charcoal-black-1.jpg,https://cityw.com.sa/product/fabric-drum-shade-floor-lamp-charcoal-black/,cm,50,50,156,floor-stand,floor-stand,913068881,de698d28-aa94-5481-af0a-1ea02f51356e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Floor Lamp with Attached Table - Brushed Brass & Black,620,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/floor-lamp-with-attached-table-brushed-brass-black-1.jpg,https://cityw.com.sa/product/floor-lamp-with-attached-table-brushed-brass-and-black/,cm,46,30,150,floor-stand,floor-stand,1050588991,a498dcf0-cec8-5feb-9942-95e0f0c8435c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Fluted Fabric Floor Lamp - Sage Green,680,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fluted-fabric-floor-lamp-sage-green-1.jpg,https://cityw.com.sa/product/fluted-fabric-floor-lamp-sage-green/,cm,40,40,16,floor-stand,floor-stand,1947693093,8d53f9b1-34a7-5968-96fd-26ad8a66a582,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Iron Floor Lamp with Fabric Drum Shade - Brushed Brass & White,610,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/iron-floor-lamp-with-fabric-drum-shade-brushed-brass-white-1.jpg,https://cityw.com.sa/product/iron-floor-lamp-with-fabric-drum-shade-brushed-brass-and-white/,cm,46,46,157,floor-stand,floor-stand,1509274989,f177cc94-f591-55a8-9691-c36b75715000,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Acrylic and Iron Table Lamp - Olive Green,680,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/acrylic-and-iron-table-lamp-olive-green-1.jpg,https://cityw.com.sa/product/acrylic-and-iron-table-lamp-olive-green/,cm,40,40,72,lampshade,lampshade,1715314319,ea76a0de-484f-59ed-84c7-bc2e0cc9c62a,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Forest Green,"Modern, Minimalist"
Alabaster Table Lamp with Fabric Drum Shade - White & Gold,730,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/alabaster-table-lamp-with-fabric-drum-shade-white-gold-1.jpg,https://cityw.com.sa/product/alabaster-table-lamp-with-fabric-drum-shade-white-and-gold/,cm,38,38,76,lampshade,lampshade,164795956,8f9c3af0-4cd2-51d8-90b5-5bd3d2484478,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Alabaster and Brass Table Lamp - Warm Oatmeal,680,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/alabaster-and-brass-table-lamp-warm-oatmeal-1.jpg,https://cityw.com.sa/product/alabaster-and-brass-table-lamp-warm-oatmeal/,cm,38,38,68,lampshade,lampshade,1203435234,7029ebde-f289-5b90-9de6-f8f31abd1763,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Bamboo Table Lamp with Fabric Drum Shade - Warm Oatmeal,360,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/10-30-02637-1.jpg,https://cityw.com.sa/product/bamboo-table-lamp-with-fabric-drum-shade-warm-oatmeal/,cm,50,50,70,lampshade,lampshade,309970161,10f8cd7d-7892-52bb-bf51-6f2f863449bb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Rustic_Modern"
Brass-Finished Iron Table Lamp with Fabric Shade - White & Gold,370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/brass-finished-iron-table-lamp-with-fabric-shade-white-gold-1.jpg,https://cityw.com.sa/product/brass-finished-iron-table-lamp-with-fabric-shade-white-and-gold/,cm,36,36,65,lampshade,lampshade,607380034,98bc01b2-3fdf-5ae8-aa0c-92696b11273f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Brass-Toned Iron Table Lamp with Leather Detail - Gold & Tan,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/brass-toned-iron-table-lamp-with-leather-detail-gold-tan-1.jpg,https://cityw.com.sa/product/brass-toned-iron-table-lamp-with-leather-detail-gold-and-tan/,cm,42,28,46,lampshade,lampshade,1990372900,3f71fab4-38ab-5c9b-967e-c659195d093b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Brushed Brass and Crystal Table Lamp with Fabric Drum Shade - Warm White,510,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/brushed-brass-and-crystal-table-lamp-with-fabric-drum-shade-warm-white-1.jpg,https://cityw.com.sa/product/brushed-brass-and-crystal-table-lamp-with-fabric-drum-shade-warm-white/,cm,38,38,68,lampshade,lampshade,1267594275,1009f1ac-6e2a-5734-9990-cbe961e78208,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Minimalist"
Ceramic Table Lamp with Fabric Drum Shade - Charcoal Grey,530,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ceramic-table-lamp-with-fabric-drum-shade-charcoal-grey-1.jpg,https://cityw.com.sa/product/ceramic-table-lamp-with-fabric-drum-shade-charcoal-grey/,cm,41,41,89,lampshade,lampshade,55821206,bec2111a-a1b0-5672-a5d3-c92941b7f9c9,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Ceramic Table Lamp with Fabric Drum Shade - Slate Grey,510,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ceramic-table-lamp-with-fabric-drum-shade-slate-grey-1.jpg,https://cityw.com.sa/product/ceramic-table-lamp-with-fabric-drum-shade-slate-grey/,cm,42,42,84,lampshade,lampshade,1997306570,40589e84-59cf-5667-91b9-d77b623a69c5,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Ceramic Table Lamp with Linen Drum Shade - Warm Oatmeal,370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ceramic-table-lamp-with-linen-drum-shade-warm-oatmeal-1.jpg,https://cityw.com.sa/product/ceramic-table-lamp-with-linen-drum-shade-warm-oatmeal/,cm,36,36,64,lampshade,lampshade,737541790,a6550e0c-de98-551f-ba4b-cb4e0fdf6e62,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Coiled Iron Table Lamp with Fabric Shade - Brushed Gold & Ivory,420,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/coiled-iron-table-lamp-with-fabric-shade-brushed-gold-ivory-1.jpg,https://cityw.com.sa/product/coiled-iron-table-lamp-with-fabric-shade-brushed-gold-and-ivory/,cm,38,38,64,lampshade,lampshade,1186474593,b72049cd-8f9b-5de4-803a-9103dd565fa2,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Classy"
Cork and Iron Table Lamp - Warm Oatmeal,470,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/cork-and-iron-table-lamp-warm-oatmeal-1.jpg,https://cityw.com.sa/product/cork-and-iron-table-lamp-warm-oatmeal/,cm,35,35,59,lampshade,lampshade,1398017682,846d3e59-b1ac-55c1-8674-5073b1fdbd0a,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Walnut,"Modern, Minimalist"
Crystal Base Table Lamp with Fabric Shade - Ash Grey,260,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/crystal-base-table-lamp-with-fabric-shade-ash-grey-1.jpg,https://cityw.com.sa/product/crystal-base-table-lamp-with-fabric-shade-ash-grey/,cm,28,28,71,lampshade,lampshade,2134286376,4dfea699-a9c0-543d-b9fb-bbb9a16ab67c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Distressed Ceramic Table Lamp - Off-White,530,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/distressed-ceramic-table-lamp-off-white-1.jpg,https://cityw.com.sa/product/distressed-ceramic-table-lamp-off-white/,cm,40,40,66,lampshade,lampshade,903485465,bfe3b637-95f9-5d86-b7ad-7532a6480563,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Boho, Rustic_Modern"
Fabric Shade Table Lamp - White,250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fabric-shade-table-lamp-white-1.jpg,https://cityw.com.sa/product/fabric-shade-table-lamp-white/,cm,38,38,68,lampshade,lampshade,137735668,29203957-19eb-5910-8675-0b54f8d15a1f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Minimalist, Modern"
Faceted Ceramic Table Lamp - White,490,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/faceted-ceramic-table-lamp-white-1.jpg,https://cityw.com.sa/product/faceted-ceramic-table-lamp-white/,cm,41,41,80,lampshade,lampshade,739496371,9075a648-faaf-5d6e-9a88-c22cba167d63,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
